"Turning_Cut_Depth";"Milling_Gear_Depth";"Drilling_Surf_Quality";"Drill_Pressure";"Drilling_Speed";"Turning_Rotation_Speed";"Turning_Cut_Speed";"Milling_Circle_Diameter";"Drilling_Diameter";"Turning_Shaft_Diameter";"class"
0.6374935363809417;0.31022357623704;0.004731895435240314;3.493444268936695;38.43853463858117;42.66254453745861;49.1512513364639;1.2445460712772953;1.4589596048352884;0.10088028169014084;"OK"
0.6528442765008382;0.3202122745811017;0.004731895435240314;1.2744415384902685;39.55151493458847;43.531334336367316;49.17960228311429;1.3129203442302857;1.5228504305964947;0.10029342723004696;"OK"
0.6174821717760037;0.28882040194585035;0.003993893394881717;1.729314434483194;37.69010505216815;43.45543897140567;49.172410399212616;1.199104987482222;1.5174536578482727;0.10205399061032863;"OK"
0.5956911100377874;0.29069785268537174;0.005260073366085188;4.74677230152901;38.07076256778281;43.16387820600956;49.167025211387504;1.2229214806447948;1.4957621131892913;0.1;"OK"
0.6034738756143991;0.3091905066090119;0.003827481170095012;1.9616158420645908;38.62644737548544;42.834841157914994;49.16950517135359;1.2574684817157793;1.470745460159631;0.1011737089201878;"OK"
0.5790533284086713;0.3008457569652597;0.005014072685965655;1.116828526746115;40.049752134151795;42.70379201841602;49.17554054079008;1.3438359843932408;1.4614839017659085;0.1011737089201878;"OK"
0.6085385118049835;0.2984676920053069;0.005100896455419612;2.0603946694824904;38.581885212162426;43.56409662124206;49.17235333982099;1.252724812061146;1.5252528649166708;0.10088028169014084;"OK"
0.6044063414495555;0.3030646159893863;0.0057086628415972335;2.5963034273069585;38.70966587325733;43.175427500677635;49.18768477363671;1.2613288473657567;1.4964062441302082;0.10176056338028171;"OK"
0.5990203710543512;0.308674561446612;0.007083372524618131;4.075514864528581;38.51531041394491;42.98050369066746;49.161320195516126;1.2451022256505972;1.482444270762228;0.10352112676056338;"OK"
0.6438469187714864;0.29607547540661394;0.006555194593773257;4.233376516048223;38.788589222757125;42.95292680339879;49.20041880485503;1.2658435122784422;1.4801462901081461;0.10205399061032863;"OK"
0.6123135494502374;0.2910569505184021;0.006417723625471152;2.4826293189145603;37.693326413372226;43.86461398250321;49.160375668693604;1.1980581086618893;1.5477452210157112;0.10146713615023475;"OK"
0.6463144586186325;0.2778976954449413;0.005889545694626278;3.194100123610717;36.73819281636452;43.421733886966194;49.19692691781417;1.1407087782855294;1.5153297666376824;0.10176056338028171;"OK"
0.6446975594510898;0.2849039359245246;0.006786724645650451;4.10676061631977;36.782754979687525;43.40688479382152;49.17484382530593;1.143358690299497;1.513867415312358;0.10293427230046949;"OK"
0.6253970508850186;0.27886590339541056;0.0065190180231674486;1.4485999279086685;36.10895359450221;43.49409375356005;49.16756072024094;1.1031520006060878;1.5195949580032126;0.10234741784037558;"OK"
0.6116427536437765;0.3014301017149035;0.006374311740744213;3.732303433068344;37.04475902428548;43.969971833863;49.17589674650672;1.1594544521621146;1.5551614313084288;0.10176056338028171;"OK"
0.6165812427195501;0.30621630386713183;0.006830136530377469;2.915401341636543;37.44957674893069;42.73089750590232;49.18316711015417;1.1842523942187495;1.4644086044165576;0.10088028169014084;"OK"
0.6171318578287923;0.31167706746597224;0.006670959619711894;3.3844083756175825;37.756142956851654;43.24920156661861;49.168029752133265;1.2033252177266889;1.5024297388749974;0.10205399061032863;"OK"
0.6125223740659718;0.30275210063387553;0.006048722605291853;4.0884917443002475;36.62490828068794;43.151386111776745;49.17653658725747;1.1344602203266676;1.4952050269701198;0.10146713615023475;"OK"
0.6267437565701623;0.2860372463269618;0.006945901556316025;2.6899667849147617;37.08287846520035;43.512949744854865;49.17709739428778;1.1620062192866762;1.5221366638781815;0.10176056338028171;"OK"
0.66010711140154;0.2915021374871014;0.006692665562075363;2.9481668187849044;35.29126474220162;44.542958269334264;49.17602083683414;1.0525092376724854;1.5979003896854753;0.10058685446009388;"OK"
0.6222348495610421;0.26979588226622775;0.005527779988568189;3.3416802633521128;36.44236447912379;43.85188618837921;49.184369973833924;1.1224211138928397;1.5474318600174273;0.10146713615023475;"OK"
0.6370128135920676;0.28586211979755294;0.006728842132681172;4.596209664765507;36.30814109562074;42.89470893027604;49.16433326377873;1.1136535037725517;1.4760029613530599;0.10176056338028171;"OK"
0.6364775406994916;0.2808235467544593;0.006041487291170724;3.7762786051394617;37.668092417273655;43.476887661503525;49.17699361636515;1.196847655025879;1.519316414893627;0.10058685446009388;"OK"
0.6293604568571186;0.2716922018574026;0.00487660171766355;1.791051756752841;36.95992984591156;42.638267448666525;49.17249349541401;1.1547107825074814;1.4571490746229818;0.10088028169014084;"OK"
0.6132758473733557;0.2931142450002457;0.00549883873208351;2.466761684176493;37.10596488716287;43.037307364443095;49.16895673642439;1.1637728272959877;1.486552781628616;0.10146713615023475;"OK"
0.6021493309088843;0.2993981622524692;0.005976369464080236;1.4892352370433375;37.282065966318875;43.08468304257133;49.16573445039249;1.1720169980061093;1.4898082542218982;0.1011737089201878;"OK"
0.6043083217319659;0.31198014839565624;0.005050249256571464;3.1460458308782013;37.434543729978344;42.89140913179945;49.184605043754765;1.1826166460619794;1.4760725971304562;0.1011737089201878;"OK"
0.6240503451998751;0.2883274531964031;0.006200664201836298;1.3889931178354589;37.27723392451277;42.89824442864382;49.175917797544415;1.1733910264577962;1.4767689549044203;0.10176056338028171;"OK"
0.6047310850356566;0.31539482089332227;0.007322137890616534;1.0952608616637527;37.823791542137194;42.781572982507136;49.17242554118709;1.2061387045563334;1.4674029428446034;0.10264084507042254;"OK"
0.6159658493621616;0.2956986880251585;0.006707136190317703;3.8155150379702785;37.23106108058772;43.36516591308174;49.18046223646963;1.1698578104391724;1.5112560736599925;0.10176056338028171;"OK"
0.6511651561212604;0.2881517370153801;0.006106605118261212;3.482974171820647;38.39289868819013;43.56150392243902;49.203332711650646;1.240587560737912;1.5248524591966415;0.10205399061032863;"OK"
0.6236071256072961;0.2931926686649305;0.006750548075044642;3.843612752941935;37.50863503767203;43.28054965214624;49.188438179196034;1.1883417646106749;1.5047799463621263;0.1011737089201878;"OK"
0.6508830298036765;0.30109989681096755;0.006251311400684447;3.982923744697463;37.48447482864148;42.72783340731691;49.180206854144004;1.1860190022280612;1.4632944319782148;0.10176056338028171;"OK"
0.6046296559365856;0.3123522185641983;0.007105078466981601;4.825758370569869;37.71963419653882;43.17401330133052;49.18589118829414;1.2009697403809398;1.496771831961539;0.1011737089201878;"OK"
0.5865326590334404;0.29966409513046044;0.00782137456497673;1.4257988262958299;36.99053277735025;43.040135763137314;49.18007260761419;1.1565755354061993;1.4872665483469294;0.10146713615023475;"OK"
0.6195158678296446;0.29660911011743896;0.006916960299831427;1.5942722289865707;36.854698713245156;42.26774721972336;49.2014861293974;1.1479715001015887;1.4295733067740035;0.10176056338028171;"OK"
0.6154442139955111;0.2790504643506462;0.008805377285454859;3.2299322780189583;35.77071066807452;42.882452535934405;49.16263311549818;1.082083564346889;1.4750628783582083;0.10176056338028171;"OK"
0.6382640565957327;0.27531914893617027;0.007039960639891193;1.8864303067100363;35.513538665282674;42.99063878598842;49.16630485965051;1.066969251378333;1.4830361748700973;0.10146713615023475;"OK"
0.6416615052419241;0.2893504987469903;0.005144308340146551;2.4773892191421742;35.5763552087621;43.50847144692234;49.18297580423273;1.0706006122863625;1.5209006288293951;0.10293427230046949;"OK"
0.6288626871608376;0.27529851112967424;0.007314902576495324;2.3355953904878275;35.929631154142136;43.37577240818507;49.182505295074606;1.0917671934349678;1.5115694346582764;0.10176056338028171;"OK"
0.6121345569224651;0.2966468478207459;0.006851842472740939;2.670767809289031;36.07888755659752;43.35856631612855;49.16174897191533;1.1003385137764432;1.5105423069416792;0.1011737089201878;"OK"
0.6020240361394438;0.31639722863741343;0.007814139250855518;2.837767977799543;36.71671707500403;43.26240076052498;49.184632927146794;1.1398581892440087;1.5034916844802926;0.10234741784037558;"OK"
0.6582166093701168;0.28662689794113316;0.007314902576495324;1.0886073420911124;34.63088569536661;43.29799144409395;49.18114214805527;1.0132512819100028;1.505807074078723;0.10146713615023475;"OK"
0.6218512941443874;0.2944869539580365;0.007633256397826475;3.086669416194347;36.79134527623172;42.83719815682685;49.16982832324791;1.143358690299497;1.4715636805440386;0.10176056338028171;"OK"
0.6328550728755293;0.3016370694314776;0.007148490351708619;1.158857871020772;36.884764751149845;43.86532108217676;49.16974707362877;1.1507522719680978;1.5476059494609185;0.10146713615023475;"OK"
0.6166102224621417;0.3109830475160926;0.006663724305590684;3.736561136662865;36.17230703151565;42.831069959656034;49.16849878402559;1.1066525016615758;1.4713547732118495;0.10058685446009388;"OK"
0.5895942836037162;0.30364070561643164;0.008364023124063941;1.760876682363207;35.54575227732341;42.95646230176657;49.17952638858369;1.067459975825364;1.480598922661223;0.10205399061032863;"OK"
0.5993348864960083;0.33033541349319445;0.008494258778244838;1.0319343973484667;36.83966569429282;43.02481527021028;49.17665883100264;1.147284485875745;1.485194883969386;0.10264084507042254;"OK"
0.6109336022956503;0.2970631418603509;0.008950083567878095;3.4536961730969744;36.257673103423585;42.67126543343246;49.174463429361765;1.1121813304314585;1.4597430073309985;0.10205399061032863;"OK"
0.6415754183595195;0.30460006879268836;0.007503020743645578;1.8276350917524082;36.20183617588632;43.2079540856612;49.17215076974781;1.1080919600395334;1.4990698126156206;0.10146713615023475;"OK"
0.6234963207091515;0.2981946833079456;0.009622967781146203;3.3662433685682376;36.351092578341714;43.322032832994836;49.177513798585885;1.1173175796437167;1.507930965289314;0.10088028169014084;"OK"
0.6298036764496975;0.2944615989386271;0.008986260138483903;1.361935092815664;36.07244483418938;43.554904325485836;49.17266227303196;1.099684214513735;1.5247654144748959;0.1011737089201878;"OK"
0.6476006477824816;0.2938153407694954;0.009456555556359499;4.686547983000594;37.23374554825777;43.17778449958949;49.18903647184608;1.1709701191857762;1.4968414677389357;0.1011737089201878;"OK"
0.6102423502003012;0.31430986192324706;0.009883439089508075;1.6798709877841733;37.03133668593517;43.119566626466735;49.193335315331616;1.1581131386735632;1.4923847779855655;0.10176056338028171;"OK"
0.6343125834588177;0.28428421207803056;0.009145437049149477;3.8587578739804838;37.141399860407674;43.554197225812274;49.17660103297811;1.166128304641737;1.5250091396957832;0.10205399061032863;"OK"
0.6435520072733473;0.29863869097341655;0.009311849273936183;3.09176606147884;35.54467849025538;44.12058406433036;49.167497936444335;1.0682451349406137;1.566599107745789;0.10234741784037558;"OK"
0.6344489587180726;0.30994467102353696;0.009970262858962032;1.3157740152310018;37.30998443008751;43.72908654507171;49.17006653235858;1.1752884943196493;1.5380658479576101;0.10264084507042254;"OK"
0.6210159956814503;0.2967948503759029;0.008711318201879691;2.555027244099754;35.603199885462715;43.43399028130782;49.166463111749614;1.071451201327883;1.5163046675212322;0.1011737089201878;"OK"
0.6202147910333269;0.3040705616431625;0.009507202755207566;1.1902473373623754;37.41897381749199;43.690903162699705;49.17486543031829;1.1835653799929058;1.5347755574756299;0.10264084507042254;"OK"
0.641596726993778;0.2760001965505381;0.009427614299874819;1.821974250829642;38.099217925085455;43.746764036910605;49.188713319951766;1.2237066397600442;1.5389362951750656;0.10205399061032863;"OK"
0.6465769809926982;0.2985054297086139;0.009572320582298054;2.0718666274559068;35.90976609338368;44.04186030067449;49.18284691279146;1.0910801792091243;1.5608019292775381;0.10146713615023475;"OK"
0.6356848595050715;0.3016394280379343;0.010165616340233417;4.190311742846098;37.13119888326145;43.87663467695366;49.16601771611013;1.1654412904158933;1.5485634414001193;0.10146713615023475;"OK"
0.6281589055885446;0.29096732347304805;0.010896383066470804;2.4648253986740953;38.12069366644594;43.44553957597589;49.16810176884114;1.2245245138384293;1.5172447505160835;0.10088028169014084;"OK"
0.6158235076853142;0.30441786644390945;0.010324793250898991;2.4120248448929607;38.60980367593106;42.909558023420715;49.18041588725507;1.2545241350335932;1.4769952711809589;0.10146713615023475;"OK"
0.6616157627070489;0.2976191833325144;0.010534617360412715;2.9059202222806384;39.42910320883368;43.55938262341836;49.18725451997171;1.304479883741352;1.5250439575844814;0.10264084507042254;"OK"
0.6209307611444159;0.28043378703749205;0.008986260138483903;3.7342052102746024;38.50457254326467;43.810167307639425;49.1712924783165;1.248406436927273;1.5432537133736428;0.10088028169014084;"OK"
